site_id,site_name,site_type,agency,state,latitude,longitude,first_date_data_available,last_date_data_available,record_count,site_query_url,date_metadata_last_updated,tz_cd,doi,huc8,conus1_i,conus1_j,conus2_i,conus2_j,usda_elevation
365:MT:SNTL,Brackett Creek,SNOTEL station,NRCS,MT,45.89107,-110.93851,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070003,728.0,1463.0,1171.0,2392.0,7320.0
1154:UT:SNTL,Brian Head,SNOTEL station,NRCS,UT,37.67994,-112.85674,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030006,414.0,596.0,856.0,1552.0,10039.0
366:UT:SNTL,Brighton,SNOTEL station,NRCS,UT,40.59936,-111.58167,1986-10-01,2026-01-24,14361,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020204,579.0,893.0,1021.0,1841.0,8766.0
1111:NV:SNTL,Bristlecone Trail,SNOTEL station,NRCS,NV,36.31575,-115.69543,2008-10-01,2026-01-24,6325,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15010015,137.0,498.0,584.0,1460.0,8890.0
367:WY:SNTL,Brooklyn Lake,SNOTEL station,NRCS,WY,41.36038,-106.23038,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180010,1034.0,913.0,1463.0,1858.0,10250.0
368:UT:SNTL,Brown Duck,SNOTEL station,NRCS,UT,40.58102,-110.58587,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060003,661.0,877.0,1101.0,1825.0,10574.0
1080:WA:SNTL,Brown Top,SNOTEL station,NRCS,WA,48.92755,-121.19713,2009-09-18,2026-01-24,5973,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110005,,,524.0,2884.0,5830.0
369:CO:SNTL,Brumley,SNOTEL station,NRCS,CO,39.08758,-106.54231,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,11020001,979.0,667.0,1409.0,1618.0,10594.0
370:ID:SNTL,Brundage Reservoir,SNOTEL station,NRCS,ID,45.04315,-116.13253,1986-10-01,2026-01-24,14361,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060210,311.0,1448.0,770.0,2383.0,6250.0
371:UT:SNTL,Buck Flat,SNOTEL station,NRCS,UT,39.134,-111.43722,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060009,563.0,732.0,1004.0,1684.0,9409.0
1192:UT:SNTL,Buck Pasture,SNOTEL station,NRCS,UT,40.84456,-110.66068,2012-10-01,2026-01-24,4864,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040107,660.0,907.0,1100.0,1854.0,9632.0
1153:UT:SNTL,Buckboard Flat,SNOTEL station,NRCS,UT,37.86943,-109.44717,2012-10-01,2026-01-24,4864,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080203,712.0,567.0,1147.0,1521.0,8924.0
1107:WA:SNTL,Buckinghorse,SNOTEL station,NRCS,WA,47.7086,-123.45747,2008-09-10,2026-01-24,6346,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110020,,,330.0,2810.0,4870.0
938:CO:SNTL,Buckskin Joe,SNOTEL station,NRCS,CO,39.30378,-106.11316,1999-10-01,2026-01-24,9613,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190001,1019.0,686.0,1448.0,1637.0,11166.0
373:NV:SNTL,Buckskin Lower,SNOTEL station,NRCS,NV,41.75067,-117.53182,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040109,118.0,1119.0,577.0,2067.0,6930.0
913:CO:SNTL,Buffalo Park,SNOTEL station,NRCS,CO,40.22838,-106.5962,1995-10-01,2026-01-24,11074,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,990.0,792.0,1419.0,1740.0,9249.0
374:UT:SNTL,Bug Lake,SNOTEL station,NRCS,UT,41.68541,-111.41987,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010201,613.0,1009.0,1055.0,1954.0,7987.0
375:WA:SNTL,Bumping Ridge,SNOTEL station,NRCS,WA,46.81003,-121.33058,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17030002,,,447.0,2670.0,4610.0
376:WA:SNTL,Bunchgrass Mdw,SNOTEL station,NRCS,WA,48.68688,-117.17633,1982-01-01,2026-01-24,16095,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010216,325.0,1863.0,791.0,2782.0,5000.0
377:WY:SNTL,Burgess Junction,SNOTEL station,NRCS,WY,44.78765,-107.52917,1980-09-04,2026-01-24,16579,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090101,975.0,1303.0,1407.0,2236.0,7880.0
1051:CA:SNTL,Burnside Lake,SNOTEL station,NRCS,CA,38.71943,-119.8942,2003-10-01,2026-01-24,8152,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050201,,,302.0,1804.0,8129.0
942:WA:SNTL,Burnt Mountain,SNOTEL station,NRCS,WA,47.0444,-121.94032,1999-10-01,2026-01-24,9613,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110014,,,412.0,2708.0,4170.0
981:MT:SNTL,Burnt Mtn,SNOTEL station,NRCS,MT,45.2401,-109.45961,2000-10-01,2026-01-24,9247,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070006,831.0,1373.0,1269.0,2305.0,5880.0
378:CO:SNTL,Burro Mountain,SNOTEL station,NRCS,CO,39.87504,-107.59902,1978-11-01,2026-01-24,17252,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050005,900.0,764.0,1332.0,1713.0,9317.0
379:WY:SNTL,Burroughs Creek,SNOTEL station,NRCS,WY,43.69733,-109.67021,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080001,789.0,1206.0,1228.0,2144.0,8750.0
1135:UT:SNTL,Burts Miller Ranch,SNOTEL station,NRCS,UT,40.98492,-110.85075,2009-06-26,2026-01-23,6056,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010101,646.0,925.0,1087.0,1872.0,8000.0
380:CO:SNTL,Butte,SNOTEL station,NRCS,CO,38.89435,-106.95327,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14020001,942.0,650.0,1372.0,1601.0,10200.0
1109:WA:SNTL,Calamity,SNOTEL station,NRCS,WA,45.90362,-122.21633,2008-08-21,2026-01-24,6366,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080002,,,355.0,2597.0,2500.0
381:MT:SNTL,Calvert Creek,SNOTEL station,NRCS,MT,45.8838,-113.32553,1975-10-01,2026-01-24,18379,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020004,545.0,1495.0,996.0,2425.0,6430.0
382:ID:SNTL,Camas Creek Divide,SNOTEL station,NRCS,ID,43.26548,-115.3453,1992-05-06,2026-01-24,12317,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040220,330.0,1242.0,785.0,2184.0,5710.0
383:UT:SNTL,Camp Jackson,SNOTEL station,NRCS,UT,37.81333,-109.48723,1985-10-17,2026-01-24,14710,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080201,707.0,561.0,1143.0,1515.0,8858.0
384:WY:SNTL,Canyon,SNOTEL station,NRCS,WY,44.71961,-110.51084,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070001,740.0,1329.0,1182.0,2263.0,7870.0
385:MT:SNTL,Carrot Basin,SNOTEL station,NRCS,MT,44.96192,-111.29403,1966-10-01,2026-01-24,21663,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020008,684.0,1366.0,1127.0,2299.0,9000.0
1067:CA:SNTL,Carson Pass,SNOTEL station,NRCS,CA,38.6927,-120.0022,2004-10-01,2026-01-24,7786,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18020129,,,293.0,1804.0,8360.0
386:CO:SNTL,Cascade,SNOTEL station,NRCS,CO,37.65083,-107.80602,1978-10-01,2022-09-27,16068,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080104,851.0,523.0,1283.0,1477.0,8880.0
387:CO:SNTL,Cascade #2,SNOTEL station,NRCS,CO,37.65751,-107.80287,1990-10-01,2026-01-24,12900,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080104,851.0,523.0,1283.0,1478.0,9012.0
1039:UT:SNTL,Cascade Mountain,SNOTEL station,NRCS,UT,40.283,-111.60992,2002-10-17,2026-01-24,8501,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020203,571.0,859.0,1012.0,1808.0,7774.0
388:OR:SNTL,Cascade Summit,SNOTEL station,NRCS,OR,43.59042,-122.0601,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090001,,,289.0,2358.0,5100.0
389:WY:SNTL,Casper Mtn.,SNOTEL station,NRCS,WY,42.73362,-106.31789,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180007,1044.0,1065.0,1473.0,2006.0,7920.0
1130:WY:SNTL,Castle Creek,SNOTEL station,NRCS,WY,43.6748,-109.3774,2010-08-19,2026-01-24,5638,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080001,812.0,1200.0,1250.0,2138.0,8400.0
390:UT:SNTL,Castle Valley,SNOTEL station,NRCS,UT,37.66098,-112.74093,1980-09-30,2026-01-23,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030001,423.0,592.0,866.0,1548.0,9607.0
1152:NV:SNTL,Cave Mountain,SNOTEL station,NRCS,NV,39.16337,-114.6133,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16060008,296.0,786.0,744.0,1740.0,10578.0
1085:WA:SNTL,Cayuse Pass,SNOTEL station,NRCS,WA,46.86954,-121.5343,2006-10-01,2026-01-24,7056,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110014,,,434.0,2681.0,5240.0
391:CA:SNTL,Cedar Pass,SNOTEL station,NRCS,CA,41.58233,-120.3025,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18020002,,,358.0,2110.0,7030.0
1139:AZ:SNTL,Chalender,SNOTEL station,NRCS,AZ,35.26238,-112.06221,2009-05-18,2026-01-24,6096,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060202,435.0,320.0,874.0,1281.0,7035.0
392:UT:SNTL,Chalk Creek #1,SNOTEL station,NRCS,UT,40.85464,-111.04765,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020101,628.0,914.0,1069.0,1861.0,9171.0
393:UT:SNTL,Chalk Creek #2,SNOTEL station,NRCS,UT,40.88529,-111.06954,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020101,627.0,917.0,1068.0,1864.0,8208.0
394:NM:SNTL,Chamita,SNOTEL station,NRCS,NM,36.95606,-106.65723,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020102,942.0,434.0,1372.0,1390.0,8383.0
1101:CO:SNTL,Chapman Tunnel,SNOTEL station,NRCS,CO,39.2621,-106.62944,2007-09-15,2026-01-24,6707,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010004,974.0,687.0,1404.0,1637.0,10100.0
395:OR:SNTL,Chemult Alternate,SNOTEL station,NRCS,OR,43.22625,-121.80662,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010201,,,296.0,2314.0,4850.0
396:UT:SNTL,Chepeta,SNOTEL station,NRCS,UT,40.77458,-110.0105,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060003,712.0,891.0,1151.0,1838.0,10499.0
1312:MT:SNTL,Chicago Ridge,SNOTEL station,NRCS,MT,48.062,-115.698,2022-09-03,2026-01-24,1240,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010213,417.0,1770.0,877.0,2691.0,5800.0
895:ID:SNTL,Chocolate Gulch,SNOTEL station,NRCS,ID,43.7685,-114.41812,1993-10-01,2026-01-24,11804,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040219,415.0,1281.0,867.0,2220.0,6310.0
1046:WY:SNTL,Cinnabar Park,SNOTEL station,NRCS,WY,41.23843,-106.23101,2003-10-01,2026-01-24,8152,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180010,1033.0,900.0,1462.0,1845.0,9707.0
398:OR:SNTL,Clackamas Lake,SNOTEL station,NRCS,OR,45.09658,-121.75443,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090011,,,361.0,2504.0,3400.0
983:UT:SNTL,Clayton Springs,SNOTEL station,NRCS,UT,37.9725,-111.83355,2000-07-01,2026-01-24,9339,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030002,508.0,611.0,948.0,1566.0,10049.0
399:UT:SNTL,Clear Creek #1,SNOTEL station,NRCS,UT,39.86671,-111.28363,1978-10-01,2026-01-23,17282,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020202,590.0,809.0,1031.0,1759.0,8975.0
400:UT:SNTL,Clear Creek #2,SNOTEL station,NRCS,UT,39.89275,-111.25154,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020202,593.0,812.0,1034.0,1762.0,7837.0
401:OR:SNTL,Clear Lake,SNOTEL station,NRCS,OR,45.18832,-121.6916,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070306,,,369.0,2512.0,3810.0
402:WY:SNTL,Cloud Peak Reservoir,SNOTEL station,NRCS,WY,44.40343,-107.06057,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090206,1007.0,1256.0,1438.0,2191.0,9860.0
403:MT:SNTL,Clover Meadow,SNOTEL station,NRCS,MT,45.01788,-111.8456,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020007,642.0,1379.0,1087.0,2312.0,8600.0
1059:CO:SNTL,Cochetopa Pass,SNOTEL station,NRCS,CO,38.16273,-106.5988,2004-09-15,2026-01-24,7802,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13010004,963.0,566.0,1392.0,1519.0,10061.0
405:WY:SNTL,Cold Springs,SNOTEL station,NRCS,WY,43.27676,-109.44585,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080001,800.0,1158.0,1238.0,2097.0,9630.0
406:OR:SNTL,Cold Springs Camp,SNOTEL station,NRCS,OR,42.53305,-122.17683,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010203,,,245.0,2252.0,5940.0
982:WY:SNTL,Cole Canyon,SNOTEL station,NRCS,WY,44.48632,-104.41057,2000-07-01,2026-01-24,9339,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10120203,1217.0,1242.0,1641.0,2177.0,5910.0
407:MT:SNTL,Cole Creek,SNOTEL station,NRCS,MT,45.19405,-109.34548,1972-01-01,2026-01-24,19748,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070006,839.0,1367.0,1277.0,2299.0,7850.0
408:CO:SNTL,Columbine,SNOTEL station,NRCS,CO,40.39591,-106.60437,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180001,991.0,811.0,1421.0,1758.0,9167.0
409:CO:SNTL,Columbine Pass,SNOTEL station,NRCS,CO,38.41819,-108.38313,1986-10-01,2026-01-24,14361,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14020005,812.0,613.0,1246.0,1566.0,9171.0
904:CO:SNTL,Columbus Basin,SNOTEL station,NRCS,CO,37.44146,-108.02468,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080105,829.0,502.0,1261.0,1457.0,10781.0
410:MT:SNTL,Combination,SNOTEL station,NRCS,MT,46.46523,-113.39358,1972-10-01,2026-01-24,19474,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010202,553.0,1559.0,1004.0,2487.0,5600.0
411:ID:SNTL,Cool Creek,SNOTEL station,NRCS,ID,46.76361,-115.29528,1984-08-04,2026-01-24,15149,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060307,416.0,1621.0,873.0,2549.0,6280.0
412:CO:SNTL,Copeland Lake,SNOTEL station,NRCS,CO,40.20733,-105.5695,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190005,1076.0,780.0,1503.0,1729.0,8555.0
413:MT:SNTL,Copper Bottom,SNOTEL station,NRCS,MT,47.05678,-112.595,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010203,625.0,1613.0,1074.0,2538.0,5200.0
414:MT:SNTL,Copper Camp,SNOTEL station,NRCS,MT,47.08158,-112.72955,1992-09-30,2026-01-24,12170,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010203,615.0,1617.0,1065.0,2542.0,6950.0
415:CO:SNTL,Copper Mountain,SNOTEL station,NRCS,CO,39.48917,-106.17154,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010002,1016.0,707.0,1445.0,1657.0,10523.0
416:AZ:SNTL,Coronado Trail,SNOTEL station,NRCS,AZ,33.80418,-109.15352,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15040004,672.0,118.0,1105.0,1079.0,8418.0
1236:UT:SNTL,Corral,SNOTEL station,NRCS,UT,39.65795,-110.37906,2013-10-01,2026-01-24,4499,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060007,662.0,774.0,1101.0,1724.0,8207.0
417:NV:SNTL,Corral Canyon,SNOTEL station,NRCS,NV,40.27551,-115.54017,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040103,244.0,922.0,696.0,1874.0,8445.0
418:WA:SNTL,Corral Pass,SNOTEL station,NRCS,WA,47.01872,-121.46464,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110014,,,444.0,2695.0,5800.0
419:WY:SNTL,Cottonwood Creek,SNOTEL station,NRCS,WY,42.6459,-110.81482,1982-10-01,2026-01-24,15819,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040105,679.0,1106.0,1120.0,2047.0,7670.0
1306:ID:SNTL,Couch Summit,SNOTEL station,NRCS,ID,43.51768,-114.8022,2021-10-07,2026-01-24,1571,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050113,379.0,1260.0,832.0,2201.0,6800.0
420:WA:SNTL,Cougar Mountain,SNOTEL station,NRCS,WA,47.27666,-121.67138,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110013,,,438.0,2725.0,3200.0
422:OR:SNTL,County Line,SNOTEL station,NRCS,OR,45.19107,-118.55015,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060104,130.0,1509.0,597.0,2445.0,4830.0
423:ID:SNTL,Cozy Cove,SNOTEL station,NRCS,ID,44.28846,-115.65508,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050120,330.0,1358.0,786.0,2296.0,5400.0
